Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 2.082E-01, 6.581E+01, 3.008E+01, 6.797E+01, 2.733E+01, 3.106E+01, 1.993E+01, 1.330E-01, 3.288E+01, 6.100E+00, 1.542E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.969E+02
