s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_CELLULOSE,MLR_PRODUCTS
 9.4469061E+000, 1.7599054E+002,-5.1763538E+001,-1.1701922E+002,-1.6425373E+000, 4.4787064E-002, 0.0000000E+000, 0.0000000E+000, 5.8742747E+000, 5.6100324E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.4676027E+000, 1.7594220E+002,-5.1557550E+001,-1.1739393E+002,-1.6473947E+000, 4.4815349E-002, 0.0000000E+000, 0.0000000E+000, 5.2994393E+000, 5.3881466E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.4882994E+000, 1.7578728E+002,-5.1849587E+001,-1.1834315E+002,-1.6180138E+000, 4.4848981E-002, 0.0000000E+000, 0.0000000E+000, 4.7240725E+000, 4.0213817E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.5089960E+000, 1.7660887E+002,-5.2351905E+001,-1.2005368E+002,-1.6181288E+000, 4.4860209E-002, 0.0000000E+000, 0.0000000E+000, 3.1412921E+000, 2.6300155E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.5270796E+000, 1.7850465E+002,-5.2209946E+001,-1.2173376E+002,-1.6127914E+000, 4.4831721E-002, 0.0000000E+000, 0.0000000E+000, 1.5955942E+000, 2.9929859E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.5451632E+000, 1.7890151E+002,-5.2465461E+001,-1.2351742E+002,-1.5918768E+000, 4.4844288E-002, 0.0000000E+000, 0.0000000E+000, 1.6923584E+000, 1.3715931E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.5632467E+000, 1.7896873E+002,-5.3096330E+001,-1.2546882E+002,-1.5858129E+000, 4.4869614E-002, 0.0000000E+000, 0.0000000E+000, 6.1585150E-002,-1.1373624E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.5813303E+000, 1.7869936E+002,-5.3519196E+001,-1.2794369E+002,-1.5942782E+000, 4.4914467E-002, 0.0000000E+000, 0.0000000E+000,-2.4907765E+000,-4.3128924E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.5973129E+000, 1.7971827E+002,-5.3472195E+001,-1.3086495E+002,-1.5843211E+000, 4.4958402E-002, 0.0000000E+000, 0.0000000E+000,-5.7695432E+000,-6.1582374E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.6132965E+000, 1.7944361E+002,-5.3143597E+001,-1.3458437E+002,-1.6221799E+000, 4.5003363E-002, 0.0000000E+000, 0.0000000E+000,-8.0387393E+000,-9.8615315E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.6292791E+000, 1.7884916E+002,-5.2970532E+001,-1.3843299E+002,-1.6340817E+000, 4.5027340E-002, 0.0000000E+000, 0.0000000E+000,-1.2148938E+001,-1.4143423E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.6452618E+000, 1.7868121E+002,-5.3060788E+001,-1.4159981E+002,-1.6407784E+000, 4.5019776E-002, 0.0000000E+000, 0.0000000E+000,-1.6200248E+001,-1.7575154E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.6612444E+000, 1.7855572E+002,-5.2647798E+001,-1.4345352E+002,-1.6281041E+000, 4.4972947E-002, 0.0000000E+000, 0.0000000E+000,-1.9131087E+001,-1.9128723E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.6772270E+000, 1.7887936E+002,-5.2753214E+001,-1.4399208E+002,-1.6278128E+000, 4.4891880E-002, 0.0000000E+000, 0.0000000E+000,-1.9893833E+001,-1.9448859E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.6932096E+000, 1.7849233E+002,-5.2945855E+001,-1.4333863E+002,-1.6179167E+000, 4.4866791E-002, 0.0000000E+000, 0.0000000E+000,-1.9689029E+001,-1.9365206E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.7091923E+000, 1.7829617E+002,-5.2543160E+001,-1.4161288E+002,-1.6180997E+000, 4.4880582E-002, 0.0000000E+000, 0.0000000E+000,-1.8914913E+001,-1.7433093E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.7267733E+000, 1.7697571E+002,-5.2400920E+001,-1.3880821E+002,-1.6131856E+000, 4.4890762E-002, 0.0000000E+000, 0.0000000E+000,-1.6644181E+001,-1.5801716E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.7443542E+000, 1.7667298E+002,-5.2255605E+001,-1.3565910E+002,-1.5904274E+000, 4.4904478E-002, 0.0000000E+000, 0.0000000E+000,-1.4406637E+001,-1.2787247E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.7619352E+000, 1.7652701E+002,-5.1771800E+001,-1.3225903E+002,-1.5933124E+000, 4.4928833E-002, 0.0000000E+000, 0.0000000E+000,-1.1277328E+001,-9.0521984E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.7795162E+000, 1.7686522E+002,-5.1867795E+001,-1.2912458E+002,-1.6016074E+000, 4.4939115E-002, 0.0000000E+000, 0.0000000E+000,-7.4590155E+000,-5.6838196E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.7970972E+000, 1.7686473E+002,-5.1876894E+001,-1.2664801E+002,-1.5931815E+000, 4.4945508E-002, 0.0000000E+000, 0.0000000E+000,-4.3258235E+000,-3.2084045E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.8146782E+000, 1.7661829E+002,-5.1643402E+001,-1.2501741E+002,-1.5777675E+000, 4.4941821E-002, 0.0000000E+000, 0.0000000E+000,-2.1784469E+000,-1.5753498E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.8322592E+000, 1.7659008E+002,-5.1568236E+001,-1.2451586E+002,-1.5780840E+000, 4.4944657E-002, 0.0000000E+000, 0.0000000E+000,-8.8057658E-001,-1.0271597E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.8498402E+000, 1.7676583E+002,-5.1225699E+001,-1.2483276E+002,-1.5832067E+000, 4.4913253E-002, 0.0000000E+000, 0.0000000E+000,-7.6779356E-001,-8.3091834E-001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.8674202E+000, 1.7747133E+002,-5.1050582E+001,-1.2581944E+002,-1.5751430E+000, 4.4854595E-002, 0.0000000E+000, 0.0000000E+000,-9.3239275E-001,-9.2898089E-001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.8850012E+000, 1.7796682E+002,-5.1502272E+001,-1.2711319E+002,-1.5668167E+000, 4.4758364E-002, 0.0000000E+000, 0.0000000E+000,-1.3606569E+000,-2.1706966E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.9025822E+000, 1.7814581E+002,-5.1770629E+001,-1.2835672E+002,-1.5683286E+000, 4.4695867E-002, 0.0000000E+000, 0.0000000E+000,-2.6031796E+000,-3.5051654E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.9201632E+000, 1.7802880E+002,-5.1766131E+001,-1.2934447E+002,-1.5672731E+000, 4.4669550E-002, 0.0000000E+000, 0.0000000E+000,-3.9446912E+000,-4.6044018E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.9377441E+000, 1.7801414E+002,-5.1780493E+001,-1.3002375E+002,-1.5427737E+000, 4.4665534E-002, 0.0000000E+000, 0.0000000E+000,-4.9632580E+000,-5.2882191E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.9553251E+000, 1.7786278E+002,-5.2058989E+001,-1.3046266E+002,-1.5354318E+000, 4.4645492E-002, 0.0000000E+000, 0.0000000E+000,-5.5130515E+000,-6.1496591E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.9729061E+000, 1.7752917E+002,-5.2029151E+001,-1.3068593E+002,-1.5318935E+000, 4.4622183E-002, 0.0000000E+000, 0.0000000E+000,-6.2662289E+000,-6.6731814E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 9.9904871E+000, 1.7691583E+002,-5.2041848E+001,-1.3056482E+002,-1.5142080E+000, 4.4600880E-002, 0.0000000E+000, 0.0000000E+000,-6.6472609E+000,-7.1604469E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0008068E+001, 1.7758517E+002,-5.2067924E+001,-1.2996533E+002,-1.5041188E+000, 4.4581682E-002, 0.0000000E+000, 0.0000000E+000,-6.7481043E+000,-5.9076253E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0025649E+001, 1.7775225E+002,-5.2106707E+001,-1.2891612E+002,-1.5017452E+000, 4.4557113E-002, 0.0000000E+000, 0.0000000E+000,-5.3329839E+000,-4.7277609E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0043230E+001, 1.7797543E+002,-5.1672888E+001,-1.2731315E+002,-1.4870794E+000, 4.4577116E-002, 0.0000000E+000, 0.0000000E+000,-3.7765096E+000,-2.4531118E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0062569E+001, 1.7674439E+002,-5.1899299E+001,-1.2517629E+002,-1.4757234E+000, 4.4616410E-002, 0.0000000E+000, 0.0000000E+000,-1.1357606E+000,-1.7623012E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0081908E+001, 1.7713068E+002,-5.2265597E+001,-1.2261096E+002,-1.4661872E+000, 4.4639594E-002, 0.0000000E+000, 0.0000000E+000,-3.4795365E-002, 8.3257902E-001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0101247E+001, 1.7735055E+002,-5.1740802E+001,-1.1996754E+002,-1.4434673E+000, 4.4706558E-002, 0.0000000E+000, 0.0000000E+000, 2.5642110E+000, 4.2434458E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0120586E+001, 1.7767848E+002,-5.1884054E+001,-1.1777591E+002,-1.4394820E+000, 4.4735978E-002, 0.0000000E+000, 0.0000000E+000, 5.7873561E+000, 6.6237704E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0139925E+001, 1.7745311E+002,-5.1738762E+001,-1.1617013E+002,-1.4269002E+000, 4.4747740E-002, 0.0000000E+000, 0.0000000E+000, 7.9343167E+000, 8.1620745E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0159265E+001, 1.7688666E+002,-5.2122901E+001,-1.1535902E+002,-1.4158617E+000, 4.4756047E-002, 0.0000000E+000, 0.0000000E+000, 9.2969324E+000, 8.0336305E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0178603E+001, 1.7645985E+002,-5.1803020E+001,-1.1528619E+002,-1.4094546E+000, 4.4725095E-002, 0.0000000E+000, 0.0000000E+000, 8.8407664E+000, 8.0059121E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0197943E+001, 1.7640595E+002,-5.2487097E+001,-1.1571431E+002,-1.4078606E+000, 4.4633120E-002, 0.0000000E+000, 0.0000000E+000, 8.5098866E+000, 6.8413230E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0217281E+001, 1.7632775E+002,-5.1802045E+001,-1.1666173E+002,-1.4162003E+000, 4.4610814E-002, 0.0000000E+000, 0.0000000E+000, 7.1249712E+000, 6.4923806E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0236621E+001, 1.7628072E+002,-5.1774839E+001,-1.1799660E+002,-1.4069900E+000, 4.4644001E-002, 0.0000000E+000, 0.0000000E+000, 6.2936173E+000, 5.1469339E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0255960E+001, 1.7663709E+002,-5.1572164E+001,-1.1984190E+002,-1.4190747E+000, 4.4650589E-002, 0.0000000E+000, 0.0000000E+000, 4.4748140E+000, 3.8486004E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0275298E+001, 1.7764247E+002,-5.1405668E+001,-1.2200718E+002,-1.4097167E+000, 4.4665494E-002, 0.0000000E+000, 0.0000000E+000, 2.7328297E+000, 2.8645716E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0294638E+001, 1.7825189E+002,-5.1106878E+001,-1.2392513E+002,-1.4300487E+000, 4.4689746E-002, 0.0000000E+000, 0.0000000E+000, 1.4881455E+000, 1.8345198E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0313976E+001, 1.7799327E+002,-5.1565999E+001,-1.2511389E+002,-1.4284032E+000, 4.4736612E-002, 0.0000000E+000, 0.0000000E+000, 5.5962996E-001,-7.0283336E-002, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0333316E+001, 1.7780624E+002,-5.1673286E+001,-1.2506702E+002,-1.4150294E+000, 4.4789726E-002, 0.0000000E+000, 0.0000000E+000,-6.8972675E-001,-3.0431050E-001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0352654E+001, 1.7764721E+002,-5.1898994E+001,-1.2422541E+002,-1.4070411E+000, 4.4820872E-002, 0.0000000E+000, 0.0000000E+000,-4.7122662E-001, 1.6058544E-001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0371994E+001, 1.7741967E+002,-5.1583280E+001,-1.2290146E+002,-1.4087109E+000, 4.4835908E-002, 0.0000000E+000, 0.0000000E+000, 4.0807112E-001, 1.5710547E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0391333E+001, 1.7740230E+002,-5.1726156E+001,-1.2180826E+002,-1.4053706E+000, 4.4832554E-002, 0.0000000E+000, 0.0000000E+000, 1.8494192E+000, 2.5073426E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0410672E+001, 1.7684531E+002,-5.1954735E+001,-1.2122844E+002,-1.4023064E+000, 4.4823702E-002, 0.0000000E+000, 0.0000000E+000, 2.8098324E+000, 2.3046601E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0428039E+001, 1.7753171E+002,-5.1589244E+001,-1.2132915E+002,-1.3725148E+000, 4.4816983E-002, 0.0000000E+000, 0.0000000E+000, 2.2716484E+000, 3.2856119E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0445406E+001, 1.7726765E+002,-5.2005949E+001,-1.2186175E+002,-1.3687298E+000, 4.4827534E-002, 0.0000000E+000, 0.0000000E+000, 2.9333594E+000, 2.0760453E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0462773E+001, 1.7712706E+002,-5.2211603E+001,-1.2269356E+002,-1.3688678E+000, 4.4831133E-002, 0.0000000E+000, 0.0000000E+000, 1.6907228E+000, 8.9785619E-001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0480140E+001, 1.7705965E+002,-5.2188486E+001,-1.2373107E+002,-1.3698064E+000, 4.4862231E-002, 0.0000000E+000, 0.0000000E+000, 3.4744508E-001,-1.8485978E-001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0497507E+001, 1.7713788E+002,-5.2661501E+001,-1.2460079E+002,-1.3645760E+000, 4.4927849E-002, 0.0000000E+000, 0.0000000E+000,-7.4410211E-001,-1.4440590E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0514874E+001, 1.7723377E+002,-5.2555961E+001,-1.2558234E+002,-1.3712433E+000, 4.4981139E-002, 0.0000000E+000, 0.0000000E+000,-2.0208672E+000,-2.2307903E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0532241E+001, 1.7719057E+002,-5.2366041E+001,-1.2676714E+002,-1.3754533E+000, 4.5028426E-002, 0.0000000E+000, 0.0000000E+000,-2.9516043E+000,-3.2730357E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0549608E+001, 1.7721549E+002,-5.2515608E+001,-1.2815786E+002,-1.3721753E+000, 4.5058087E-002, 0.0000000E+000, 0.0000000E+000,-4.0711047E+000,-4.7850978E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0564198E+001, 1.7872928E+002,-5.2570640E+001,-1.2938700E+002,-1.3754029E+000, 4.5045303E-002, 0.0000000E+000, 0.0000000E+000,-5.5557338E+000,-4.5587207E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0578787E+001, 1.7813109E+002,-5.2912624E+001,-1.3055622E+002,-1.3718339E+000, 4.5025796E-002, 0.0000000E+000, 0.0000000E+000,-5.4412511E+000,-6.6645584E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0593377E+001, 1.7751825E+002,-5.2904976E+001,-1.3156916E+002,-1.3711867E+000, 4.4996401E-002, 0.0000000E+000, 0.0000000E+000,-7.3209521E+000,-8.2820790E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0607966E+001, 1.7701697E+002,-5.2754602E+001,-1.3253079E+002,-1.3721601E+000, 4.4937915E-002, 0.0000000E+000, 0.0000000E+000,-8.9191493E+000,-9.5956418E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0622556E+001, 1.7672580E+002,-5.2538911E+001,-1.3348652E+002,-1.3703938E+000, 4.4876993E-002, 0.0000000E+000, 0.0000000E+000,-1.0115150E+001,-1.0625155E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0637145E+001, 1.7659327E+002,-5.2516763E+001,-1.3487738E+002,-1.3721730E+000, 4.4904991E-002, 0.0000000E+000, 0.0000000E+000,-1.1345538E+001,-1.2128144E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0653193E+001, 1.7580703E+002,-5.2356495E+001,-1.3681319E+002,-1.3931743E+000, 4.4925645E-002, 0.0000000E+000, 0.0000000E+000,-1.3183404E+001,-1.4710904E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0669242E+001, 1.7633057E+002,-5.2210966E+001,-1.3865665E+002,-1.3975767E+000, 4.4928891E-002, 0.0000000E+000, 0.0000000E+000,-1.5706713E+001,-1.5889694E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0685290E+001, 1.7654317E+002,-5.2030813E+001,-1.3995907E+002,-1.3731448E+000, 4.4933417E-002, 0.0000000E+000, 0.0000000E+000,-1.6740858E+001,-1.6774919E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0701339E+001, 1.7675632E+002,-5.2244136E+001,-1.4049822E+002,-1.3702171E+000, 4.4948999E-002, 0.0000000E+000, 0.0000000E+000,-1.7302190E+001,-1.7311300E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0717387E+001, 1.7672374E+002,-5.2038001E+001,-1.4006009E+002,-1.3732393E+000, 4.4954741E-002, 0.0000000E+000, 0.0000000E+000,-1.7321692E+001,-1.6702641E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0735041E+001, 1.7573090E+002,-5.2140426E+001,-1.3852056E+002,-1.3657464E+000, 4.4955814E-002, 0.0000000E+000, 0.0000000E+000,-1.6169443E+001,-1.6250869E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0752694E+001, 1.7580781E+002,-5.1685112E+001,-1.3633144E+002,-1.3744341E+000, 4.4959830E-002, 0.0000000E+000, 0.0000000E+000,-1.5276630E+001,-1.3538222E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0770348E+001, 1.7603140E+002,-5.2251953E+001,-1.3376436E+002,-1.3662429E+000, 4.4989250E-002, 0.0000000E+000, 0.0000000E+000,-1.2316666E+001,-1.1306172E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0788000E+001, 1.7608282E+002,-5.1838426E+001,-1.3083475E+002,-1.3625667E+000, 4.5020830E-002, 0.0000000E+000, 0.0000000E+000,-9.7307679E+000,-7.9078977E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0805654E+001, 1.7604497E+002,-5.1546174E+001,-1.2774374E+002,-1.3623556E+000, 4.4988283E-002, 0.0000000E+000, 0.0000000E+000,-6.2620763E+000,-4.5623090E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0823307E+001, 1.7598388E+002,-5.1737667E+001,-1.2461928E+002,-1.3564183E+000, 4.4971844E-002, 0.0000000E+000, 0.0000000E+000,-2.9086672E+000,-1.6845182E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0840961E+001, 1.7596921E+002,-5.1883802E+001,-1.2154229E+002,-1.3505657E+000, 4.4949919E-002, 0.0000000E+000, 0.0000000E+000, 2.1984785E-001, 1.2375005E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0858614E+001, 1.7644785E+002,-5.1795282E+001,-1.1833131E+002,-1.3427561E+000, 4.4956618E-002, 0.0000000E+000, 0.0000000E+000, 3.2873670E+000, 5.0234516E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0876266E+001, 1.7682010E+002,-5.1493491E+001,-1.1497390E+002,-1.3298356E+000, 4.4961709E-002, 0.0000000E+000, 0.0000000E+000, 7.1285243E+000, 9.0678323E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0893920E+001, 1.7683063E+002,-5.1698993E+001,-1.1161243E+002,-1.3377864E+000, 4.4992535E-002, 0.0000000E+000, 0.0000000E+000, 1.1077675E+001, 1.2226413E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0911573E+001, 1.7655246E+002,-5.1267845E+001,-1.0822085E+002,-1.3341093E+000, 4.5014855E-002, 0.0000000E+000, 0.0000000E+000, 1.4356015E+001, 1.5774665E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0930992E+001, 1.7523592E+002,-5.1682413E+001,-1.0484502E+002,-1.3262601E+000, 4.5031293E-002, 0.0000000E+000, 0.0000000E+000, 1.7995831E+001, 1.7427257E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0950411E+001, 1.7554013E+002,-5.1918729E+001,-1.0247121E+002,-1.3245014E+000, 4.5021516E-002, 0.0000000E+000, 0.0000000E+000, 1.9558815E+001, 1.9870712E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0969830E+001, 1.7598281E+002,-5.1386028E+001,-1.0101089E+002,-1.3182384E+000, 4.5015030E-002, 0.0000000E+000, 0.0000000E+000, 2.1469010E+001, 2.2312669E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.0989248E+001, 1.7664310E+002,-5.0837671E+001,-1.0007297E+002,-1.3149582E+000, 4.5021901E-002, 0.0000000E+000, 0.0000000E+000, 2.3379677E+001, 2.4462529E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.1008666E+001, 1.7660527E+002,-5.0738588E+001,-9.9285975E+001,-1.3099499E+000, 4.5005056E-002, 0.0000000E+000, 0.0000000E+000, 2.5269813E+001, 2.5315767E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.1028085E+001, 1.7671236E+002,-5.1476185E+001,-9.8408478E+001,-1.3037675E+000, 4.4961554E-002, 0.0000000E+000, 0.0000000E+000, 2.6020716E+001, 2.5568896E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.1047503E+001, 1.7673047E+002,-5.0856685E+001,-9.7645521E+001,-1.3028138E+000, 4.4922879E-002, 0.0000000E+000, 0.0000000E+000, 2.6465074E+001, 2.6970369E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.1066922E+001, 1.7682985E+002,-5.1004827E+001,-9.6933182E+001,-1.3043344E+000, 4.4901309E-002, 0.0000000E+000, 0.0000000E+000, 2.7573122E+001, 2.7632406E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.1086341E+001, 1.7692230E+002,-5.0837024E+001,-9.6613548E+001,-1.2958914E+000, 4.4934035E-002, 0.0000000E+000, 0.0000000E+000, 2.8097047E+001, 2.8220774E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.1105760E+001, 1.7695208E+002,-5.1295537E+001,-9.6859290E+001,-1.2933353E+000, 4.4988978E-002, 0.0000000E+000, 0.0000000E+000, 2.8305726E+001, 2.7548903E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.1125178E+001, 1.7696212E+002,-5.1198330E+001,-9.7542724E+001,-1.2914414E+000, 4.5003311E-002, 0.0000000E+000, 0.0000000E+000, 2.7578639E+001, 2.6974624E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.1144597E+001, 1.7684866E+002,-5.1510967E+001,-9.8728288E+001,-1.2941203E+000, 4.4987916E-002, 0.0000000E+000, 0.0000000E+000, 2.6541063E+001, 2.5360270E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.1164016E+001, 1.7639173E+002,-5.0836965E+001,-1.0039836E+002,-1.2914965E+000, 4.4896621E-002, 0.0000000E+000, 0.0000000E+000, 2.4745246E+001, 2.3909807E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.1183434E+001, 1.7629677E+002,-5.1049151E+001,-1.0251965E+002,-1.2923987E+000, 4.4809826E-002, 0.0000000E+000, 0.0000000E+000, 2.3000203E+001, 2.1480381E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.1202852E+001, 1.7650745E+002,-5.0638457E+001,-1.0496776E+002,-1.2899590E+000, 4.4734286E-002, 0.0000000E+000, 0.0000000E+000, 2.0375052E+001, 1.9656013E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.1222271E+001, 1.7707098E+002,-5.1357403E+001,-1.0785589E+002,-1.3005486E+000, 4.4667717E-002, 0.0000000E+000, 0.0000000E+000, 1.8215517E+001, 1.6601800E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.1241690E+001, 1.7718914E+002,-5.0797091E+001,-1.1106734E+002,-1.3026973E+000, 4.4682354E-002, 0.0000000E+000, 0.0000000E+000, 1.4872535E+001, 1.4066692E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.1261108E+001, 1.7707631E+002,-5.0657095E+001,-1.1426887E+002,-1.2971704E+000, 4.4715234E-002, 0.0000000E+000, 0.0000000E+000, 1.2220199E+001, 1.0897890E+001, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.1280527E+001, 1.7704045E+002,-5.0482927E+001,-1.1691215E+002,-1.2953370E+000, 4.4740687E-002, 0.0000000E+000, 0.0000000E+000, 9.1624762E+000, 8.3947804E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.1299946E+001, 1.7714581E+002,-5.0662907E+001,-1.1911643E+002,-1.2929948E+000, 4.4813553E-002, 0.0000000E+000, 0.0000000E+000, 6.6473666E+000, 6.1182960E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.1319365E+001, 1.7745674E+002,-5.0489780E+001,-1.2088305E+002,-1.2861714E+000, 4.4862352E-002, 0.0000000E+000, 0.0000000E+000, 4.5280347E+000, 4.8426072E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
 1.1358202E+001, 1.7734786E+002,-5.1083319E+001,-1.2271383E+002,-1.2810974E+000, 4.4828065E-002, 0.0000000E+000, 0.0000000E+000, 2.9525404E+000, 2.3144457E+000, 0.0000000E+000, 1.1441063E-002, 0.0000000E+000
