Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.813E-01, 2.556E+01, 1.192E+01, 2.248E+01, 9.694E+00, 1.044E+01, 6.683E+00, 4.649E-02, 1.269E+01, 7.224E+00, 4.066E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.110E+02
