Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 3.332E-02, 1.735E+01, 7.798E+00, 1.359E+01, 2.620E+00, 5.654E+00, 5.342E+00, 1.775E-02, 7.855E+00, 5.948E-01, 1.727E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.258E+01
