Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.030E-01, 3.856E+01, 1.809E+01, 3.724E+01, 7.193E+00, 1.815E+01, 1.642E+01, 7.380E-02, 1.843E+01, 1.912E+00, 6.579E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.627E+02
